Tweet,polarity,subjectivity,Sentiment
"RT @Faytuks: BREAKING: ""This is getting ridiculous. The Ukrainians are destroying [our] confidence in them. Nobody is blaming Ukraine and t…",-0.266666667,0.5,Positive
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
"RT @Tendar: Russia experienced another larger defeat at the Svatove front. Three T-72B3, relatively modern Russian tank types, have been ca…",0.25,0.425,Negative
RT @LitmusTaster2: @richsignorelli The Gaetz and Giuliani decisions reek of more than fear. They reek of collusion. How is threatening the…,0.5,0.5,Negative
"@platossidechick You're not Ukrainian, you're not an expert on Ukraine and idgaf about ""working class"" or other com… https://t.co/EzgPn9aKDq",-0.125,0.375,Positive
"RT @PremierRP: Premier @MorawieckiM w @tvp_info: Winę za śmierć naszych rodaków ponosi Rosja, która nie tylko napadła na Ukrainę, ale i ter…",0,0,Negative
"RT @NOELreports: Air defense systems provided by the US and allied countries help Ukraine protect the civilian population, and the American…",0,0,Negative
"@CovertShores Must be USV usage. Ships being sunk with missiles is old hat, look at the Falklands, but USV's attack… https://t.co/86o4wBxZGN",0.1,0.2,Negative
RT @SkyNews: Ukraine contradicts NATO explanation and asks for immediate access to Polish explosion site | Live updates 👇 https://t.co/LJx9…,0.136363636,0.5,Negative
@olivebasket06 Poutine dont l'armée se prend une trempe en Ukraine use de la méthode des lâches et des faibles: bom… https://t.co/kCcpZSLqfk,0,0,Negative
RT @its_the_Dr: But we give 100 Billion dollars to Ukraine? https://t.co/RIrm8EdcHS,0,0,Negative
"@TadeuszGiczan @TomFlowers Gee, I guess they want to stop Belarus from coming into the Ukraine and assisting Russia.  GOOD for them.",0.7,0.6,Negative
"RT @AZgeopolitics: 🇵🇱🇺🇦🚀Responding to Zelensky’s remarks tonight about the denial,a NATO country diplomat told me: “This is getting ridicul…",0,0,Negative
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
@Jeremia38042373 @garntsarik @Jburg42 @RealCandaceO You seem to be blaming Ukraine for Russias invasion of Ukraine.… https://t.co/MvIM2ebFHa,0,0,Negative
"...#AdrienneWatson said on Wednesday [16/11/2022].

""Whatever the final conclusions may be, it's clear that the par… https://t.co/viFIGVSpKV",0.05,0.691666667,Negative
"RT @McFaul: The longer Putin continues his invasion of Ukraine, the more likely that more tragedies like that in Poland today will happen.…",0.333333333,0.666666667,Negative
"RT @RonPaul: Did Ukraine Try To Lie Us Into WWIII? - today on the Liberty Report:
https://t.co/DuDCDIlCbg",0,0,Negative
RT @DCBill5: @ChristopherJM Waste of time. Nothing to negotiate until Russian forces are withdrawn from all of Ukraine.,-0.1,0,Positive
"@carlawalworth Azov, but also I am very suspicious of anyone that has a heavy focus on ukraines issues given that f… https://t.co/R4bRAvuIf4",0,0.4,Negative
"RT @ChristopherJM: Zelensky said he ""received signals"" from Western allies that Russia's Vladimir Putin would like to hold direct negotiati…",0.05,0.2,Negative
"If NATO is so sure it wasn’t a Russian missile, why not let Ukraine see the site? Why not exchange evidence?

Should have been step one.",0.25,0.444444444,Negative
@echo_Europe @IOMUkraine @MattiMaasikas @ACTED @JanezLenarcic @eu_echo @EU_Commission @EUDelegationUA… https://t.co/vfuhETw6CG,0,0,Negative
"RT @ggreenwald: US funding for war in Ukraine in 9 months:

Mar: $ 13.6 billion
May: $ 40b 
Nov: $ 37.7b: Biden's new request

That $ 91.3…",0.136363636,0.454545455,Negative
RT @canmericanized: Ukraine can sort itself out. IDGAF nor do I feel obliged to pay for this bullshit.,0,0,Negative
"RT @PamiecNarodow: 🇷🇺 1920 – Rosja atakuje Polskę, 1921 – Gruzję, 1940 – Litwę, Łotwę i Estonię, 2008 – Gruzję, 2014 – Ukrainę, 2022 – pono…",0,0,Negative
"RT @RepMTG: I’m calling for an audit of every single penny that has been sent to Ukraine.

This must be done as soon as possible for the Am…",-0.035714286,0.607142857,Positive
RT @ANI: Ukraine's a pretty big country. The probability of Russia conquering &amp; overrunning Ukraine is close to zero. We don't see it happe…,0.125,0.55,Negative
"🇺🇦💪Another trophy
#Ukraine #UkraineWar #UkraineRussiaWar #Ukrainian #Ukraina #UkrainaRussianWar… https://t.co/snyIC6BVuU",0,0,Negative
"RT @MaajidNawaz: We TRIED to WARN you
و ما علينا الا البلاغ المبين

March 2022 with @Timcast:

“Azov NAZI Battalions are officially part of…",0,0,Negative
@i24NEWS_EN @trent_murray @davidmatlin It can happen ofcourse a defense missile because Russia was sending 70 rocke… https://t.co/hfaLARnyTW,0,0,Negative
"RT @MaajidNawaz: We TRIED to WARN you
و ما علينا الا البلاغ المبين

March 2022 with @Timcast:

“Azov NAZI Battalions are officially part of…",0,0,Negative
RT @AldoSterone111: Ca fait des heures que les USA et la Pologne disent que le tir du missile vient du camp ukrainien. Mais l'Ukraine conti…,0,0,Negative
"RT @jeremycorbyn: I condemn the Russian invasion, the war against Ukraine and the illegal occupation. 

Today, I asked the Foreign Secretar…",-0.208333333,0.208333333,Positive
"RT @KyivIndependent: ⚡️Pentagon chief: NASAMS intercept all Russian missiles in Ukraine. 

The U.S. Defense Secretary Lloyd Austin said tha…",0,0,Negative
"RT @OneQuantumLeap: Extraordinary, that it's now accepted the missile strike in Poland originated from Ukraine.  Yet there are people still…",0.333333333,1,Negative
"RT @dim0kq: Anyway, people - no need to join our war against Russia. 

Just give us the tools. Give us ammo. 

We will figure it out. We ne…",0,0,Negative
RT @EuromaidanPR: #Ukraine demands to be allowed to inspect the scene in #Poland. We don't agree with the conclusion that the Ukrainian mis…,0,0,Negative
RT @GlasnostGone: Damming assessment of Putin's invasion of #Ukraine. US Joint Chiefs of Staff Chairman Gen. Mark Milley says “Russians fai…,0,0,Negative
"RT @Bubblebathgirl: Zelensky just got caught lying about the missile that killed innocent citizens in Poland.

It didn’t come from Russia l…",0.15,0.35,Negative
"@VP Shopping for other places to launder money?, now that there are too many eyes on Ukraine and FTX?",0.1875,0.4375,Negative
RT @KimDotcom: I have taken a lot of heat for calling out the US proxy war in Ukraine and for educating you about the real reasons for this…,0.2,0.3,Negative
"@GBNEWS @Nigel_Farage @Nigel_Farage, have you looked at the FTX scandal, money was being donated from them to Ukraine!",0,0,Negative
"RT @RepMTG: The missile attack killing two innocent people in Poland was likely from Ukrainian Air Defense.

We must stop letting Zelensky…",0.25,0.85,Negative
"RT @UPR_Asselineau: 🔥 FEU D'ARTIFICE
AVEC NOS IMPÔTS 
Vidéo prise en Ukraine aujourd'hui. Un drone suicide tactique russe Lancet (en🇷🇺 : Ла…",0,0,Negative
@RSmithC2 @WholeMarsBlog @ianbremmer @elonmusk You seem to have no idea how well Ukraine are doing.  Or who supplie… https://t.co/VJBxPBMQXw,0,0,Negative
"However, new reports now suggest that the missile that hit Poland was fired by Ukraine. Some people are now suggest… https://t.co/KUcUwNiajO",0.136363636,0.454545455,Negative
RT @JayinKyiv: Belarus complains that Ukraine has committed hostile actions by making it more difficult for Belarus to invade Ukraine.,0,0.75,Negative
@LondongradC @wearerosie_ Enjoy living in western Ukraine.,0.2,0.25,Negative
"RT @m_kollmorgen: Zur Erinnerung :
#Russland führt einen #Angriffskrieg gegen die #Ukraine! 👇 https://t.co/VS11w5LI1W",0,0,Negative
"RT @UkrainianNews24: Ukraine has managed to bring home 103 children who were forcibly taken from Ukraine by Russian occupiers.

Source: Yar…",0.25,0.5,Negative
"2014 article

https://t.co/P9bYMYlZnE",0,0,Negative
"RT @TomJChicago: Garland must answer for Giuliani not being charged, or Biden should fire him. Giuliani should not remain free after conspi…",0.4,0.8,Negative
"Last night, a Russian-made missile struck a locating in Poland, killing two people. At first, people thought it cam… https://t.co/A9a492fZtq",0.125,0.2,Negative
"RT @Justice_099: @NBCNews If it was just a mistake, then where is the missile that Ukraine was shooting down? 

They were just shooting ""de…",-0.155555556,0.288888889,Positive
"RT @DonaldJTrumpJr: Since it was Ukraine's missile that hit our NATO ally Poland, can we at least stop spending billions to arm them now?",-0.3,0.4,Positive
"RT @atrupar: Gen. Milley commits to supporting Ukraine: ""This is a war that Russia's leadership has chosen to put Russia into. They didn't…",0.25,0.25,Negative
"I just showed my support for UNICEF and the children. Check out UNICEF USA to learn what they are doing, and how yo… https://t.co/3jSReQDhSA",0,0,Negative
@DonaldJTrumpJr You dumbass. It was Russia’s missile. Ukraine shot it down.,-0.155555556,0.288888889,Positive
"RT @KyivIndependent: ⚡️Sweden to supply Ukraine with air defense systems.

According to Sweden’s Defense Minister Pål Jonson, the upcoming…",0,0,Negative
"RT @visegrad24: 100 foreign volunteer soldiers who sacrificed their lives for a sovereign and free Ukraine.

RIP heroes. https://t.co/jitTE…",0.1375,0.4625,Negative
"@DmytroKuleba Poland have confirmed it was from Ukraine, the BBC have verified it. Why lie and blame Russia? https://t.co/SS8DCMvoWG",0.4,1,Negative
"RT @GuntherEagleman: Remember, RINO Mitch McConnell went to Ukraine… He is in on it too.",0,0,Negative
"RT @USAmbOSCE: As Ukrainian forces liberate Kherson, they are uncovering evidence of torture and other despicable crimes committed by Russi…",-0.125,0.375,Positive
"RT @jakeshieldsajj: Ukraine shot missiles into Poland and tried blaming it on Russia 

Missiles supplied by our tax dollars",0,0,Negative
"Precht: Er irrt bei der Ukraine, will aber trotzdem Recht haben https://t.co/HoRQ9y44jH",0,0,Negative
RT @Sputnik_Not: Russian Foreign Ministry says Russia has nothing to do with incident that occurred while Ukraine was shooting down Russian…,-0.093518519,0.137962963,Positive
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0,0,Negative
"RT @SpencerGuard: Russia is 100% to blame for what happened in Poland. ""The more the world sits back and incrementally arms Ukraine, the mo…",0.25,0.25,Negative
"RT @WarMonitors: ⚡️⚡️Financial Times: 

Responding to Zelensky’s remarks tonight, a NATO country diplomat told me: “This is getting ridicul…",0,0,Negative
"RT @Faytuks: BREAKING: ""This is getting ridiculous. The Ukrainians are destroying [our] confidence in them. Nobody is blaming Ukraine and t…",-0.266666667,0.5,Positive
RT @Bitboy_Crypto: You guys understand what you are watching right now? You think this is a coincidence that suddenly we are sending Ukrain…,0.142857143,0.517857143,Negative
RT @damnitsbts: And Europeans have a lot of balls and audacity to speak about brown immigrants as if earlier this year we didn’t see yall b…,0,0.5,Negative
RT @highwalker69: @mfa_russia @Dpol_un @Amb_Ulyanov @RusEmbUSA @RussiaUN @EmbassyofRussia @RusEmbIndia @RusEmbTurkey @Rusembegypt @ItalyinR…,0,0,Negative
RT @AldoSterone111: Ca fait des heures que les USA et la Pologne disent que le tir du missile vient du camp ukrainien. Mais l'Ukraine conti…,0,0,Negative
RT @comradeaux: Are shitlibs going to criticize Ukraine after they lied about the rockets they fired into Poland yesterday in an attempt to…,0,0,Negative
https://t.co/iYcyrECblj,0,0,Negative
"RT @AZgeopolitics: 🇵🇱🇺🇦🚀Responding to Zelensky’s remarks tonight about the denial,a NATO country diplomat told me: “This is getting ridicul…",0,0,Negative
RT @Bitboy_Crypto: You guys understand what you are watching right now? You think this is a coincidence that suddenly we are sending Ukrain…,0.142857143,0.517857143,Negative
"RT @Zahnfee3x7: UKRAINE-KRIEG
Polen: Rakete stammte sehr wahrscheinlich von Ukraines Luftabwehr...
Bild Zeitung verbreitet Fake News. Etwas…",-0.5,1,Positive
"RT @Maks_NAFO_FELLA: The winter war is beneficial to Ukrainians, - US Defense Minister Lloyd Austin.

 ""We provided Ukraine with a huge amo…",0.4,0.9,Negative
Ukraine president says “now it’s time to end this war” and Russia said bet and shot off 19 missiles,0,0,Negative
RT @ANI: Military task of kicking Russia physically out of Ukraine is very difficult. It won't happen until Russian Army completely collaps…,-0.13,0.328571429,Positive
RT @lux_zemmour: Maman ils ne me croient pas pour le missile en #Pologne #ZelenskyWarCriminal 🤡 #Polska #WorldWarIII #medias #propagande #U…,0,0,Negative
@ukraine_world NATO could just help destroy any missile launched by Russia over Ukraine air space,-0.2,0,Positive
"RT @bennyjohnson: UKRAINE tried to start WW3 yesterday when a UKRAINIAN missile struck a NATO country and killed innocent civilians.

Ukrai…",0.15,0.35,Negative
RT @ukrainiansquad: These warriors force you to love them. With you guys Ukraine will be free.❤️ https://t.co/b8ySXN62Gq,0.5,0.6,Negative
RT @GicAriana: Influential Ukrainian media @EuropeanPravda suggests that Poland might insist that @NATO air defence should also cover the b…,0,0,Negative
RT @MriyaReport: Please do not forget the price #Ukraine is paying on a daily basis for OUR freedom. https://t.co/HSwD8la2oS,0,0,Negative
"RT @OstapYarysh: Latest donations by #Ukraine allies:

🇸🇪: $287 million pkg with air defense systems; 
🇪🇸: Hawk launchers + missiles; 
🇨🇦:…",0.5,0.9,Negative
@DonaldJTrumpJr Russian missiles are hitting hospitals and playgrounds when they claim they’re only going arter mil… https://t.co/OsRZEA1DhX,0,0.5,Negative
RT @WarMonitor3: Croatia to provide 14 Mil Mi-8 helicopters to Ukraine in exchange for Blackhawk helicopters.,0,0,Negative
@Winter_z123 @OriginalRamayan @KyivIndependent Yes I’m glad Ukraine is still voicing its side of the story. Very brave!,0.75,1,Negative
@im_PULSE @PostOpinions Appeasement and compromise will not work. Putin's imperialism and genocide will not stop at… https://t.co/4Bho0wZ3cg,0,0,Negative
"Juin 40 Pétain capitule, l’Allemagne découpe notre pays en zones d’occupations dont partie remise à l’Italie..Juin… https://t.co/kG0MbTpSDM",0,0,Negative
